threshold,balanced_accuracy,mcc,precision,recall,specificity,f1_score,true_negative,false_positive,false_negative,true_positive
0.2,0.7855859536417227,0.6640159110747542,0.9051525045791192,0.9769640708268867,0.5942078364565587,0.939688313835724,1744,1191,268,11366
0.21000000000000002,0.7903482098378747,0.6677797118336403,0.9073896353166987,0.9752449716348633,0.6054514480408859,0.9400944568729803,1777,1158,288,11346
0.22000000000000003,0.7944720125087164,0.6708162188399039,0.9093609505459217,0.9736118274024411,0.6153321976149915,0.940390203403902,1806,1129,307,11327
0.23000000000000004,0.798253547509078,0.6727553864582666,0.9112454655380895,0.9716348633316142,0.6248722316865417,0.9404717334331711,1834,1101,330,11304
0.24000000000000005,0.800928533210097,0.6734374404990913,0.9126425624848338,0.9698298091799897,0.6320272572402045,0.9403675459432429,1855,1080,351,11283
0.25000000000000006,0.8041575696447498,0.6751779036910479,0.9142787563925643,0.9681107099879663,0.6402044293015332,0.9404249989562894,1879,1056,371,11263
0.26000000000000006,0.8062370793002593,0.6754077090305172,0.9154115444109745,0.9664775657555441,0.6459965928449745,0.9402517038090061,1896,1039,390,11244
0.2700000000000001,0.8100631439483462,0.6784570557120938,0.9173067494688675,0.9649303764827231,0.6551959114139694,0.9405160857908847,1923,1012,408,11226
0.2800000000000001,0.8130389720079694,0.6808576337449593,0.9187904613619602,0.9637270070483067,0.662350936967632,0.9407224063430801,1944,991,422,11212
0.2900000000000001,0.8152857350789072,0.6803445236198334,0.9201217505758473,0.9614062231390751,0.6691652470187394,0.9403110550651534,1964,971,449,11185
0.3000000000000001,0.8183827347383088,0.6806516034894343,0.9218943714356559,0.9587416193914389,0.6780238500851788,0.9399570218682847,1990,945,480,11154
0.3100000000000001,0.8205880724973709,0.6806879689666955,0.9231917717319177,0.9566787003610109,0.6844974446337309,0.939636977627691,2009,926,504,11130
0.3200000000000001,0.8257355738438032,0.6863678789879138,0.9257100024985425,0.9553893759669932,0.6960817717206133,0.9403155534875851,2043,892,519,11115
0.3300000000000001,0.8279409116028653,0.6865182895325329,0.9270310932798396,0.9533264569365653,0.7025553662691653,0.9399949148232901,2062,873,543,11091
0.34000000000000014,0.830402562072806,0.6873698125168459,0.9284516020801878,0.9514354478253395,0.7093696763202726,0.9398030225844796,2082,853,565,11069
0.35000000000000014,0.8333752857965799,0.6890346675128156,0.9301170329207712,0.9495444387141138,0.717206132879046,0.9397303389902599,2105,830,587,11047
0.36000000000000015,0.8367731278145856,0.6911383391818496,0.9320199543417603,0.9474815196836858,0.7260647359454855,0.9396871403605984,2131,804,611,11023
0.37000000000000016,0.8400850148729901,0.6929348683265151,0.933927813163482,0.9452466907340553,0.7349233390119251,0.9395531633132556,2157,778,637,10997
0.38000000000000017,0.8413495045802133,0.6908386603525705,0.9350106609808102,0.9423242221076156,0.7403747870528109,0.9386531957703669,2173,762,671,10963
0.3900000000000002,0.8440244902812324,0.6924088123113216,0.9365745099717538,0.9405191679559911,0.7475298126064736,0.9385426941716344,2194,741,692,10942
0.4000000000000002,0.8452076815326282,0.6914745950617321,0.9374892667010132,0.938456248925563,0.7519591141396934,0.9379725085910653,2207,728,716,10918
0.4100000000000002,0.8473286165000136,0.6922007025707362,0.938824745821127,0.9365652398143373,0.75809199318569,0.9376936316695352,2225,710,738,10896
0.4200000000000002,0.8494050218196738,0.69236915183544,0.9402249134948096,0.9342444559051057,0.7645655877342419,0.9372251444339054,2244,691,765,10869
0.4300000000000002,0.850417855319792,0.6913365724848624,0.9410794862894828,0.9321815368746776,0.7686541737649063,0.936609379048277,2256,679,789,10845
0.4400000000000002,0.8513416295244597,0.6891963355203118,0.9420529801324503,0.9292590682482379,0.7734241908006815,0.9356122890523583,2270,665,823,10811
0.45000000000000023,0.8526537532152573,0.6890205519758715,0.9430169550777836,0.9274540140966133,0.7778534923339012,0.9351707401629399,2283,652,844,10790
0.46000000000000024,0.853618952731801,0.6867947802771964,0.9440737489025461,0.9242736805913702,0.7829642248722317,0.9340687977762335,2298,637,881,10753
