rounds_completed,best_iteration,minimum_validation_logloss,last_validation_logloss,training_mcc_best_iteration,validation_mcc_best_iteration,validation_mcc_last_iteration,training_validation_mcc_gap,training_balanced_accuracy,validation_balanced_accuracy_best,validation_balanced_accuracy_last
1749,1548,0.2263281318161622,0.22671544261404497,0.9693144392681816,0.7118086920908316,0.7091420525926012,0.25750574717735,0.9929350039009224,0.8574812004642447,0.8542091865497914
